core	age_calkaBP	d18Obenth	d18Ow	sealevel
1218 Palike	31262.00	1.65	0.07	-4.41
1218 Palike	31263.00	1.83	0.25	-15.51
1218 Palike	31267.00	1.69	0.11	-6.98
1218 Palike	31271.00	1.85	0.28	-16.92
1218 Palike	31275.00	1.87	0.30	-18.25
1218 Palike	31278.00	1.68	0.11	-6.62
1218 Palike	31282.00	1.74	0.17	-10.41
1218 Palike	31286.00	1.59	0.02	-1.27
1218 Palike	31290.00	1.60	0.03	-1.98
1218 Palike	31293.00	1.72	0.15	-9.44
1218 Palike	31297.00	1.72	0.15	-9.53
1218 Palike	31301.00	1.72	0.16	-9.63
1218 Palike	31305.00	1.62	0.06	-3.61
1218 Palike	31308.00	1.66	0.10	-6.16
1218 Palike	31312.00	1.64	0.08	-5.06
1218 Palike	31316.00	1.49	-0.07	4.04
1218 Palike	31319.00	1.61	0.06	-3.44
1218 Palike	31322.00	1.55	0.00	0.15
1218 Palike	31325.00	1.46	-0.09	5.59
1218 Palike	31328.00	1.34	-0.21	12.88
1218 Palike	31331.00	1.33	-0.22	13.40
1218 Palike	31334.00	1.44	-0.11	6.53
1218 Palike	31337.00	1.11	-0.43	26.74
1218 Palike	31340.00	1.24	-0.30	18.65
1218 Palike	31342.00	1.29	-0.25	15.51
1218 Palike	31345.00	1.33	-0.21	12.95
1218 Palike	31348.00	1.45	-0.09	5.47
1218 Palike	31351.00	1.43	-0.11	6.60
1218 Palike	31354.00	1.36	-0.18	10.81
1218 Palike	31357.00	1.66	0.13	-7.75
1218 Palike	31360.00	1.46	-0.07	4.46
1218 Palike	31363.00	1.58	0.05	-3.02
1218 Palike	31366.00	1.35	-0.18	11.04
1218 Palike	31369.00	1.32	-0.21	12.79
1218 Palike	31372.00	1.63	0.10	-6.39
1218 Palike	31375.00	1.54	0.02	-0.95
1218 Palike	31378.00	1.70	0.18	-10.89
1218 Palike	31381.00	1.74	0.22	-13.45
1218 Palike	31384.00	1.75	0.23	-14.16
1218 Palike	31387.00	1.73	0.21	-13.03
1218 Palike	31390.00	1.62	0.10	-6.35
1218 Palike	31392.00	1.55	0.03	-2.11
1218 Palike	31395.00	1.52	0.01	-0.36
1218 Palike	31398.00	1.56	0.05	-2.92
1218 Palike	31401.00	1.33	-0.18	11.14
1218 Palike	31404.00	1.52	0.01	-0.65
1218 Palike	31407.00	1.36	-0.15	9.10
1218 Palike	31410.00	1.46	-0.05	2.85
1218 Palike	31411.00	1.56	0.05	-3.34
1218 Palike	31413.00	1.29	-0.21	13.21
1218 Palike	31416.00	1.49	-0.01	0.81
1218 Palike	31417.00	1.30	-0.20	12.47
1218 Palike	31419.00	1.43	-0.07	4.40
1218 Palike	31420.00	1.34	-0.16	9.91
1218 Palike	31422.00	1.63	0.13	-7.69
1218 Palike	31423.00	1.42	-0.08	4.89
1218 Palike	31425.00	1.28	-0.22	13.44
1218 Palike	31426.00	1.43	-0.07	4.18
1218 Palike	31428.00	1.43	-0.07	4.11
1218 Palike	31429.00	1.39	-0.11	6.54
1218 Palike	31431.00	1.29	-0.21	12.63
1218 Palike	31432.00	1.62	0.13	-7.71
1218 Palike	31434.00	1.24	-0.25	15.61
1218 Palike	31435.00	1.50	0.01	-0.42
1218 Palike	31437.00	1.22	-0.27	16.74
1218 Palike	31438.00	1.36	-0.13	8.10
1218 Palike	31440.00	1.48	-0.01	0.65
1218 Palike	31442.00	1.33	-0.16	9.81
1218 Palike	31445.00	1.28	-0.21	12.79
1218 Palike	31448.00	1.27	-0.22	13.31
1218 Palike	31451.00	1.22	-0.26	16.29
1218 Palike	31454.00	1.41	-0.07	4.50
1218 Palike	31457.00	1.27	-0.21	13.02
1218 Palike	31460.00	1.41	-0.07	4.31
1218 Palike	31462.00	1.43	-0.05	3.01
1218 Palike	31465.00	1.21	-0.27	16.45
1218 Palike	31467.00	1.50	0.02	-1.46
1218 Palike	31468.00	1.54	0.06	-3.95
1218 Palike	31471.00	1.29	-0.18	11.34
1218 Palike	31474.00	1.35	-0.12	7.55
1218 Palike	31477.00	1.39	-0.08	4.99
1218 Palike	31480.00	1.36	-0.11	6.74
1218 Palike	31483.00	1.29	-0.18	10.95
1218 Palike	31486.00	1.30	-0.17	10.24
1218 Palike	31489.00	1.38	-0.08	5.22
1218 Palike	31492.00	1.54	0.08	-4.73
1218 Palike	31495.00	1.59	0.13	-7.90
1218 Palike	31498.00	1.66	0.20	-12.31
1218 Palike	31501.00	1.54	0.08	-5.01
1218 Palike	31504.00	1.57	0.11	-6.93
1218 Palike	31507.00	1.64	0.18	-11.32
1218 Palike	31509.00	1.47	0.01	-0.91
1218 Palike	31512.00	1.42	-0.03	2.09
1218 Palike	31515.00	1.33	-0.12	7.55
1218 Palike	31518.00	1.50	0.05	-2.99
1218 Palike	31521.00	1.38	-0.07	4.32
1218 Palike	31524.00	1.41	-0.04	2.39
1218 Palike	31527.00	1.52	0.07	-4.45
1218 Palike	31530.00	1.20	-0.25	15.16
1218 Palike	31533.00	1.56	0.11	-7.07
1218 Palike	31536.00	1.60	0.16	-9.61
1218 Palike	31539.00	1.61	0.17	-10.30
1218 Palike	31542.00	1.73	0.29	-17.76
1218 Palike	31545.00	1.48	0.04	-2.46
1218 Palike	31548.00	1.27	-0.17	10.39
1218 Palike	31551.00	1.36	-0.08	4.77
1218 Palike	31554.00	1.28	-0.16	9.62
1218 Palike	31557.00	1.51	0.07	-4.61
1218 Palike	31559.00	1.57	0.14	-8.36
1218 Palike	31562.00	1.34	-0.09	5.72
1218 Palike	31565.00	1.49	0.06	-3.59
1218 Palike	31568.00	1.28	-0.15	9.26
1218 Palike	31571.00	1.55	0.12	-7.44
1218 Palike	31574.00	1.40	-0.03	1.72
1218 Palike	31577.00	1.33	-0.10	5.95
1218 Palike	31580.00	1.51	0.08	-5.21
1218 Palike	31583.00	1.54	0.12	-7.13
1218 Palike	31586.00	1.56	0.14	-8.44
1218 Palike	31589.00	1.49	0.07	-4.21
1218 Palike	31592.00	1.38	-0.04	2.48
1218 Palike	31595.00	1.56	0.14	-8.67
1218 Palike	31598.00	1.33	-0.09	5.40
1218 Palike	31601.00	1.53	0.11	-6.97
1218 Palike	31604.00	1.68	0.26	-16.24
1218 Palike	31607.00	1.74	0.32	-19.98
1218 Palike	31609.00	1.49	0.08	-4.62
1218 Palike	31612.00	1.57	0.16	-9.59
1218 Palike	31615.00	1.58	0.17	-10.25
1218 Palike	31618.00	1.57	0.16	-9.67
1218 Palike	31621.00	1.55	0.14	-8.48
1218 Palike	31624.00	1.63	0.22	-13.45
1218 Palike	31627.00	1.48	0.07	-4.26
1218 Palike	31630.00	1.55	0.14	-8.61
1218 Palike	31633.00	1.43	0.02	-1.27
1218 Palike	31638.00	1.54	0.13	-8.11
1218 Palike	31642.00	1.78	0.37	-22.94
1218 Palike	31647.00	1.75	0.34	-21.16
1218 Palike	31652.00	1.83	0.43	-26.16
1218 Palike	31656.00	1.61	0.21	-12.67
1218 Palike	31661.00	1.73	0.33	-20.13
1218 Palike	31666.00	1.80	0.40	-24.51
1218 Palike	31670.00	1.77	0.37	-22.72
1218 Palike	31675.00	1.59	0.19	-11.71
1218 Palike	31680.00	1.54	0.14	-8.71
1218 Palike	31684.00	1.54	0.14	-8.77
1218 Palike	31689.00	1.48	0.08	-5.14
1218 Palike	31694.00	1.49	0.09	-5.83
1218 Palike	31698.00	1.37	-0.02	1.50
1218 Palike	31703.00	1.54	0.15	-9.01
1218 Palike	31706.00	1.57	0.18	-10.88
1218 Palike	31710.00	1.55	0.16	-9.67
1218 Palike	31713.00	1.46	0.07	-4.15
1218 Palike	31717.00	1.28	-0.11	6.90
1218 Palike	31720.00	1.49	0.10	-6.05
1218 Palike	31724.00	1.56	0.17	-10.38
1218 Palike	31727.00	1.46	0.07	-4.24
1218 Palike	31731.00	1.50	0.11	-6.73
1218 Palike	31734.00	1.47	0.08	-4.90
1218 Palike	31738.00	1.42	0.03	-1.85
1218 Palike	31741.00	1.51	0.12	-7.41
1218 Palike	31745.00	1.64	0.25	-15.44
1218 Palike	31748.00	1.39	0.00	-0.07
1218 Palike	31752.00	1.42	0.03	-1.94
1218 Palike	31755.00	1.55	0.16	-9.96
1218 Palike	31759.00	1.62	0.23	-14.30
1218 Palike	31762.00	1.56	0.17	-10.62
1218 Palike	31766.00	1.53	0.14	-8.80
1218 Palike	31769.00	1.57	0.18	-11.29
1218 Palike	31771.00	1.42	0.03	-2.07
1218 Palike	31773.00	1.51	0.12	-7.62
1218 Palike	31773.00	1.51	0.12	-7.62
1218 Palike	31776.00	1.71	0.32	-19.95
1218 Palike	31777.00	1.58	0.19	-11.95
1218 Palike	31780.00	1.41	0.02	-1.51
1218 Palike	31783.00	1.53	0.14	-8.61
1218 Palike	31786.00	1.38	0.00	0.30
1218 Palike	31787.00	1.67	0.29	-17.56
1218 Palike	31788.00	1.34	-0.04	2.75
1218 Palike	31790.00	1.69	0.31	-18.81
1218 Palike	31794.00	1.75	0.37	-22.52
1218 Palike	31797.00	1.83	0.45	-27.47
1218 Palike	31801.00	1.61	0.23	-13.95
1218 Palike	31804.00	1.54	0.16	-9.63
1218 Palike	31808.00	1.54	0.16	-9.63
1218 Palike	31811.00	1.51	0.13	-7.78
1218 Palike	31815.00	1.54	0.16	-9.62
1218 Palike	31818.00	1.44	0.06	-3.46
1218 Palike	31822.00	1.60	0.22	-13.30
1218 Palike	31825.00	1.42	0.04	-2.22
1218 Palike	31829.00	1.39	0.01	-0.37
1218 Palike	31832.00	1.20	-0.18	11.33
1218 Palike	31836.00	1.38	0.00	0.25
1218 Palike	31839.00	1.56	0.18	-10.82
1218 Palike	31842.00	1.58	0.20	-12.05
1218 Palike	31845.00	1.61	0.23	-13.89
1218 Palike	31848.00	1.43	0.05	-2.81
1218 Palike	31851.00	1.60	0.22	-13.27
1218 Palike	31854.00	1.58	0.20	-12.03
1218 Palike	31858.00	1.35	-0.03	2.13
1218 Palike	31861.00	1.04	-0.34	21.21
1218 Palike	31864.00	1.48	0.10	-5.86
1218 Palike	31867.00	1.40	0.02	-0.94
1218 Palike	31870.00	1.36	-0.02	1.53
1218 Palike	31873.00	1.38	0.00	0.30
1218 Palike	31876.00	1.51	0.13	-7.69
1218 Palike	31880.00	1.41	0.02	-1.54
1218 Palike	31883.00	1.69	0.30	-18.76
1218 Palike	31886.00	1.62	0.23	-14.45
1218 Palike	31889.00	1.67	0.28	-17.52
1218 Palike	31892.00	1.81	0.42	-26.14
1218 Palike	31895.00	1.75	0.36	-22.44
1218 Palike	31902.00	1.46	0.07	-4.57
1218 Palike	31905.00	1.37	-0.02	1.00
1218 Palike	31908.00	1.39	0.00	-0.20
1218 Palike	31910.00	1.39	0.00	-0.18
1218 Palike	31913.00	1.48	0.09	-5.68
1218 Palike	31915.00	1.57	0.18	-11.20
1218 Palike	31918.00	1.79	0.40	-24.71
1218 Palike	31920.00	1.65	0.26	-16.07
1218 Palike	31923.00	1.68	0.29	-17.89
1218 Palike	31925.00	1.55	0.16	-9.87
1218 Palike	31928.00	1.61	0.22	-13.53
1218 Palike	31931.00	1.48	0.09	-5.50
1218 Palike	31933.00	1.56	0.17	-10.40
1218 Palike	31936.00	1.40	0.01	-0.52
1218 Palike	31938.00	1.54	0.15	-9.12
1218 Palike	31941.00	1.43	0.04	-2.32
1218 Palike	31943.00	1.38	-0.01	0.78
1218 Palike	31946.00	1.28	-0.11	6.97
1218 Palike	31949.00	1.39	0.00	0.23
1218 Palike	31953.00	1.39	0.00	0.27
1218 Palike	31956.00	1.54	0.15	-8.93
1218 Palike	31960.00	1.46	0.06	-3.97
1218 Palike	31964.00	1.64	0.24	-15.00
1218 Palike	31967.00	1.40	0.00	-0.20
1218 Palike	31968.00	1.51	0.11	-6.96
1218 Palike	31971.00	1.30	-0.10	5.99
1218 Palike	31972.00	1.50	0.10	-6.30
1218 Palike	31974.00	1.49	0.09	-5.67
1218 Palike	31977.00	1.49	0.09	-5.64
1218 Palike	31978.00	1.41	0.01	-0.70
1218 Palike	31982.00	1.25	-0.15	9.18
1218 Palike	31990.00	1.35	-0.05	3.11
1218 Palike	31994.00	1.42	0.02	-1.15
1218 Palike	31998.00	1.47	0.07	-4.19
1218 Palike	32002.00	1.42	0.02	-1.06
1218 Palike	32006.00	1.59	0.19	-11.46
1218 Palike	32010.00	1.60	0.20	-12.01
1218 Palike	32014.00	1.47	0.06	-3.95
1218 Palike	32018.00	1.28	-0.13	7.80
1218 Palike	32022.00	1.43	0.02	-1.37
1218 Palike	32026.00	1.37	-0.04	2.39
1218 Palike	32030.00	1.43	0.02	-1.24
1218 Palike	32034.00	1.22	-0.19	11.74
1218 Palike	32038.00	1.42	0.01	-0.50
1218 Palike	32042.00	1.30	-0.11	6.95
1218 Palike	32047.00	1.21	-0.20	12.56
1218 Palike	32051.00	1.24	-0.18	10.78
1218 Palike	32055.00	1.21	-0.21	12.69
1218 Palike	32059.00	1.43	0.01	-0.79
1218 Palike	32063.00	1.30	-0.12	7.27
1218 Palike	32067.00	1.55	0.13	-8.05
1218 Palike	32071.00	1.27	-0.15	9.24
1218 Palike	32075.00	1.14	-0.28	17.30
1218 Palike	32079.00	1.22	-0.20	12.44
1218 Palike	32084.00	1.40	-0.02	1.44
1218 Palike	32088.00	1.28	-0.14	8.89
1218 Palike	32092.00	1.56	0.13	-8.28
1218 Palike	32097.00	1.35	-0.08	4.72
1218 Palike	32100.00	1.50	0.07	-4.46
1218 Palike	32101.00	1.43	0.00	-0.14
1218 Palike	32105.00	1.39	-0.04	2.39
1218 Palike	32110.00	1.50	0.07	-4.29
1218 Palike	32114.00	1.42	-0.01	0.70
1218 Palike	32118.00	1.57	0.14	-8.47
1218 Palike	32123.00	1.60	0.17	-10.23
1218 Palike	32127.00	1.51	0.08	-4.62
1218 Palike	32131.00	1.60	0.16	-10.10
1218 Palike	32136.00	1.35	-0.09	5.37
1218 Palike	32140.00	1.22	-0.22	13.44
1218 Palike	32144.00	1.32	-0.12	7.35
1218 Palike	32148.00	1.57	0.13	-7.96
1218 Palike	32152.00	1.59	0.15	-9.13
1218 Palike	32156.00	1.31	-0.13	8.17
1218 Palike	32160.00	1.65	0.21	-12.69
1218 Palike	32165.00	1.46	0.01	-0.91
1218 Palike	32169.00	1.53	0.08	-5.15
1218 Palike	32173.00	1.46	0.01	-0.77
1218 Palike	32177.00	1.38	-0.07	4.22
1218 Palike	32181.00	1.35	-0.10	6.13
1218 Palike	32185.00	1.50	0.05	-3.03
1218 Palike	32189.00	1.11	-0.34	21.03
1218 Palike	32192.00	1.28	-0.17	10.62
1218 Palike	32194.00	1.18	-0.27	16.81
1218 Palike	32197.00	1.25	-0.20	12.55
1218 Palike	32200.00	1.19	-0.26	16.29
1218 Palike	32203.00	1.43	-0.03	1.57
1218 Palike	32206.00	1.54	0.08	-5.15
1218 Palike	32208.00	1.50	0.04	-2.66
1218 Palike	32211.00	1.19	-0.27	16.47
1218 Palike	32215.00	1.42	-0.04	2.37
1218 Palike	32219.00	1.38	-0.08	4.90
1218 Palike	32223.00	1.54	0.08	-4.89
1218 Palike	32227.00	1.34	-0.12	7.48
1218 Palike	32231.00	1.44	-0.02	1.39
1218 Palike	32235.00	1.42	-0.04	2.68
1218 Palike	32238.00	1.64	0.18	-10.81
1218 Palike	32245.00	1.89	0.42	-26.08
1218 Palike	32249.00	1.74	0.27	-16.79
1218 Palike	32253.00	1.59	0.12	-7.50
1218 Palike	32261.00	1.47	0.00	0.01
1218 Palike	32266.00	1.36	-0.11	6.86
1218 Palike	32270.00	1.73	0.26	-15.85
1218 Palike	32273.00	1.38	-0.09	5.73
1218 Palike	32277.00	1.63	0.16	-9.59
1218 Palike	32281.00	1.62	0.14	-8.91
1218 Palike	32285.00	1.57	0.09	-5.77
1218 Palike	32289.00	1.73	0.25	-15.56
1218 Palike	32293.00	1.56	0.08	-5.03
1218 Palike	32298.00	1.72	0.24	-14.80
1218 Palike	32302.00	1.57	0.09	-5.52
1218 Palike	32306.00	1.31	-0.17	10.52
1218 Palike	32310.00	1.21	-0.27	16.72
1218 Palike	32314.00	1.42	-0.06	3.84
1218 Palike	32319.00	1.26	-0.22	13.73
1218 Palike	32324.00	1.84	0.36	-21.91
1218 Palike	32328.00	1.44	-0.04	2.75
1218 Palike	32331.00	1.60	0.11	-7.06
1218 Palike	32335.00	1.59	0.10	-6.41
1218 Palike	32339.00	1.61	0.12	-7.60
1218 Palike	32343.00	1.43	-0.06	3.52
1218 Palike	32346.00	1.57	0.08	-5.06
1218 Palike	32350.00	1.63	0.14	-8.71
1218 Palike	32354.00	1.88	0.39	-24.06
1218 Palike	32357.00	1.70	0.21	-12.95
1218 Palike	32360.00	1.73	0.24	-14.76
1218 Palike	32364.00	1.65	0.16	-9.80
1218 Palike	32367.00	1.60	0.11	-6.69
1218 Palike	32371.00	1.70	0.21	-12.80
1218 Palike	32374.00	1.64	0.15	-9.08
1218 Palike	32378.00	1.62	0.13	-7.81
1218 Palike	32381.00	1.89	0.40	-24.39
1218 Palike	32385.00	1.46	-0.03	2.11
1218 Palike	32388.00	1.63	0.14	-8.32
1218 Palike	32390.00	1.72	0.22	-13.84
1218 Palike	32393.00	1.67	0.17	-10.73
1218 Palike	32394.00	1.82	0.32	-19.95
1218 Palike	32395.00	1.80	0.30	-18.71
1218 Palike	32397.00	1.76	0.26	-16.23
1218 Palike	32399.00	1.63	0.13	-8.21
1218 Palike	32402.00	1.67	0.17	-10.66
1218 Palike	32404.00	1.48	-0.02	1.03
1218 Palike	32406.00	1.46	-0.04	2.27
1218 Palike	32408.00	1.63	0.13	-8.20
1218 Palike	32411.00	1.60	0.10	-6.35
1218 Palike	32413.00	1.71	0.21	-13.12
1218 Palike	32415.00	1.71	0.21	-13.12
1218 Palike	32417.00	1.52	0.02	-1.43
1218 Palike	32420.00	1.64	0.14	-8.81
1218 Palike	32422.00	1.61	0.11	-6.97
1218 Palike	32424.00	1.65	0.15	-9.43
1218 Palike	32426.00	1.52	0.02	-1.43
1218 Palike	32429.00	1.45	-0.05	2.88
1218 Palike	32431.00	1.69	0.19	-11.89
1218 Palike	32434.00	1.57	0.07	-4.50
1218 Palike	32435.00	1.74	0.24	-14.97
1218 Palike	32436.00	1.65	0.15	-9.43
1218 Palike	32438.00	1.90	0.40	-24.81
1218 Palike	32440.00	1.52	0.02	-1.43
1218 Palike	32443.00	1.56	0.06	-3.89
1218 Palike	32445.00	1.63	0.13	-8.20
1218 Palike	32447.00	1.62	0.12	-7.58
1218 Palike	32449.00	1.61	0.11	-6.97
1218 Palike	32452.00	1.69	0.19	-11.89
1218 Palike	32454.00	1.65	0.15	-9.43
1218 Palike	32456.00	1.70	0.20	-12.50
1218 Palike	32458.00	1.72	0.22	-13.73
1218 Palike	32461.00	1.76	0.26	-16.20
1218 Palike	32463.00	1.66	0.16	-10.04
1218 Palike	32467.00	1.44	-0.06	3.50
1218 Palike	32470.00	1.47	-0.03	1.96
1218 Palike	32472.00	1.54	0.04	-2.66
1218 Palike	32474.00	1.55	0.05	-3.27
1218 Palike	32476.00	1.72	0.22	-13.73
1218 Palike	32479.00	1.71	0.21	-13.12
1218 Palike	32481.00	1.68	0.18	-11.27
1218 Palike	32485.00	1.85	0.35	-21.73
1218 Palike	32489.00	1.61	0.11	-6.97
1218 Palike	32490.00	1.65	0.15	-9.43
1218 Palike	32494.00	1.74	0.24	-14.97
1218 Palike	32498.00	1.52	0.02	-1.43
1218 Palike	32500.00	1.50	0.00	-0.20
1218 Palike	32502.00	1.54	0.04	-2.68
1218 Palike	32506.00	1.31	-0.19	11.43
1218 Palike	32507.00	1.70	0.20	-12.59
1218 Palike	32511.00	1.51	0.02	-0.94
1218 Palike	32514.00	1.74	0.25	-15.13
1218 Palike	32516.00	1.78	0.29	-17.61
1218 Palike	32518.00	1.61	0.12	-7.18
1218 Palike	32522.00	1.59	0.09	-5.68
1218 Palike	32526.00	1.87	0.38	-23.27
1218 Palike	32530.00	1.74	0.25	-15.31
1218 Palike	32534.00	1.72	0.23	-14.13
1218 Palike	32538.00	1.73	0.24	-14.79
1218 Palike	32542.00	1.74	0.25	-15.45
1218 Palike	32545.00	1.72	0.23	-14.26
1218 Palike	32549.00	1.74	0.25	-15.54
1218 Palike	32553.00	1.46	-0.03	1.65
1218 Palike	32557.00	1.43	-0.06	3.45
1218 Palike	32561.00	1.64	0.15	-9.52
1218 Palike	32565.00	1.61	0.13	-7.72
1218 Palike	32569.00	1.48	0.00	0.23
1218 Palike	32573.00	1.48	0.00	0.18
1218 Palike	32577.00	1.66	0.18	-10.94
1218 Palike	32580.00	1.61	0.13	-7.90
1218 Palike	32584.00	1.56	0.08	-4.87
1218 Palike	32588.00	1.59	0.11	-6.76
1218 Palike	32592.00	1.65	0.17	-10.50
1218 Palike	32596.00	1.53	0.05	-3.16
1218 Palike	32600.00	1.59	0.11	-6.90
1218 Palike	32604.00	1.30	-0.18	10.88
1218 Palike	32607.00	1.53	0.05	-3.32
1218 Palike	32610.00	1.72	0.24	-15.07
1218 Palike	32614.00	1.69	0.22	-13.29
1218 Palike	32616.00	1.63	0.16	-9.63
1218 Palike	32620.00	1.63	0.16	-9.70
1218 Palike	32623.00	1.55	0.08	-4.82
1218 Palike	32626.00	1.74	0.27	-16.57
1218 Palike	32630.00	1.58	0.11	-6.79
1218 Palike	32633.00	1.69	0.22	-13.61
1218 Palike	32636.00	1.66	0.19	-11.81
1218 Palike	32640.00	1.58	0.11	-6.96
1218 Palike	32643.00	1.68	0.21	-13.16
1218 Palike	32646.00	1.60	0.13	-8.29
1218 Palike	32650.00	1.83	0.37	-22.51
1218 Palike	32653.00	1.87	0.41	-25.02
1218 Palike	32657.00	1.85	0.39	-23.86
1218 Palike	32662.00	1.57	0.11	-6.71
1218 Palike	32666.00	1.70	0.24	-14.78
1218 Palike	32671.00	1.79	0.33	-20.40
1218 Palike	32675.00	1.78	0.32	-19.85
1218 Palike	32680.00	1.54	0.08	-5.17
1218 Palike	32684.00	1.55	0.10	-5.85
1218 Palike	32688.00	1.78	0.33	-20.07
1218 Palike	32691.00	1.50	0.05	-2.89
1218 Palike	32695.00	1.69	0.24	-14.65
1218 Palike	32699.00	1.79	0.34	-20.87
1218 Palike	32702.00	1.65	0.20	-12.30
1218 Palike	32706.00	1.34	-0.11	6.71
1218 Palike	32710.00	1.54	0.09	-5.66
1218 Palike	32714.00	1.37	-0.08	4.74
1218 Palike	32722.00	1.74	0.29	-18.15
1218 Palike	32730.00	1.89	0.45	-27.51
1218 Palike	32734.00	1.88	0.44	-26.95
1218 Palike	32738.00	1.91	0.47	-28.86
1218 Palike	32742.00	1.80	0.36	-22.15
1218 Palike	32746.00	1.58	0.14	-8.68
1218 Palike	32750.00	1.69	0.25	-15.51
1218 Palike	32755.00	1.77	0.33	-20.51
1218 Palike	32759.00	1.60	0.16	-10.11
1218 Palike	32763.00	1.96	0.53	-32.33
1218 Palike	32767.00	1.74	0.31	-18.85
1218 Palike	32771.00	1.67	0.24	-14.60
1218 Palike	32775.00	1.77	0.34	-20.82
1218 Palike	32779.00	1.76	0.33	-20.27
1218 Palike	32783.00	1.73	0.30	-18.48
1218 Palike	32787.00	1.70	0.27	-16.70
1218 Palike	32792.00	1.64	0.21	-13.08
1218 Palike	32796.00	1.73	0.30	-18.68
1218 Palike	32800.00	1.89	0.46	-28.59
1218 Palike	32808.00	1.83	0.41	-24.96
1218 Palike	32812.00	1.73	0.31	-18.84
1218 Palike	32816.00	1.66	0.24	-14.56
1218 Palike	32825.00	1.54	0.12	-7.25
1218 Palike	32829.00	1.54	0.12	-7.28
1218 Palike	32835.00	1.65	0.23	-14.09
1218 Palike	32841.00	1.79	0.37	-22.76
1218 Palike	32847.00	1.86	0.44	-27.11
1218 Palike	32852.00	1.57	0.15	-9.30
1218 Palike	32858.00	1.63	0.21	-13.04
1218 Palike	32864.00	1.58	0.16	-9.86
1218 Palike	32867.00	1.42	0.00	-0.19
1218 Palike	32869.00	1.69	0.27	-16.82
1218 Palike	32873.00	1.64	0.22	-13.77
1218 Palike	32874.00	1.58	0.16	-10.09
1218 Palike	32878.00	1.77	0.35	-21.81
1218 Palike	32882.00	1.87	0.45	-28.00
1218 Palike	32886.00	1.86	0.45	-27.41
1218 Palike	32891.00	1.87	0.46	-28.07
1218 Palike	32895.00	1.71	0.30	-18.25
1218 Palike	32899.00	1.71	0.30	-18.28
1218 Palike	32903.00	1.78	0.37	-22.60
1218 Palike	32908.00	1.68	0.27	-16.44
1218 Palike	32912.00	1.59	0.18	-10.91
1218 Palike	32915.00	1.63	0.22	-13.37
1218 Palike	32923.00	1.66	0.25	-15.21
1218 Palike	32927.00	1.68	0.27	-16.44
1218 Palike	32931.00	1.74	0.33	-20.14
1218 Palike	32934.00	1.64	0.23	-13.98
1218 Palike	32938.00	1.68	0.27	-16.44
1218 Palike	32942.00	1.56	0.15	-9.06
1218 Palike	32946.00	1.45	0.04	-2.29
1218 Palike	32948.00	1.40	-0.01	0.79
1218 Palike	32954.00	1.44	0.03	-1.68
1218 Palike	32960.00	1.57	0.16	-9.68
1218 Palike	32966.00	1.41	0.00	0.17
1218 Palike	32972.00	1.63	0.22	-13.37
1218 Palike	32978.00	1.56	0.15	-9.06
1218 Palike	32984.00	1.49	0.08	-4.75
1218 Palike	32990.00	1.51	0.10	-5.98
1218 Palike	32994.00	1.84	0.43	-26.29
1218 Palike	32998.00	1.66	0.25	-15.21
1218 Palike	33002.00	1.78	0.37	-22.59
1218 Palike	33006.00	1.60	0.19	-11.50
1218 Palike	33010.00	1.68	0.27	-16.41
1218 Palike	33014.00	1.55	0.14	-8.39
1218 Palike	33019.00	1.58	0.17	-10.22
1218 Palike	33023.00	1.44	0.03	-1.59
1218 Palike	33027.00	1.51	0.10	-5.88
1218 Palike	33031.00	1.69	0.28	-16.94
1218 Palike	33035.00	1.64	0.23	-13.85
1218 Palike	33039.00	1.53	0.11	-7.06
1218 Palike	33044.00	1.52	0.10	-6.43
1218 Palike	33050.00	1.40	-0.02	0.98
1218 Palike	33055.00	1.43	0.01	-0.85
1218 Palike	33061.00	1.48	0.06	-3.90
1218 Palike	33066.00	1.51	0.09	-5.73
1218 Palike	33071.00	1.55	0.13	-8.17
1218 Palike	33077.00	1.65	0.23	-14.30
1218 Palike	33082.00	1.57	0.15	-9.36
1218 Palike	33088.00	1.64	0.22	-13.64
1218 Palike	33093.00	1.81	0.39	-24.08
1218 Palike	33098.00	1.68	0.26	-16.06
1218 Palike	33102.00	1.54	0.12	-7.43
1218 Palike	33107.00	1.68	0.26	-16.00
1218 Palike	33112.00	1.55	0.13	-7.96
1218 Palike	33116.00	1.77	0.35	-21.47
1218 Palike	33121.00	1.60	0.18	-10.97
1218 Palike	33125.00	1.76	0.34	-20.79
1218 Palike	33130.00	1.83	0.41	-25.05
1218 Palike	33135.00	1.75	0.33	-20.09
1218 Palike	33139.00	1.81	0.38	-23.45
1218 Palike	33144.00	1.54	0.12	-7.10
1218 Palike	33149.00	1.69	0.26	-16.29
1218 Palike	33153.00	1.57	0.14	-8.88
1218 Palike	33158.00	1.54	0.11	-6.99
1218 Palike	33162.00	1.79	0.36	-22.35
1218 Palike	33167.00	1.74	0.31	-19.23
1218 Palike	33171.00	1.79	0.36	-22.28
1218 Palike	33176.00	1.63	0.20	-12.39
1218 Palike	33180.00	1.75	0.32	-19.74
1218 Palike	33185.00	1.58	0.15	-9.24
1218 Palike	33195.00	1.73	0.30	-18.40
1218 Palike	33204.00	1.75	0.32	-19.56
1218 Palike	33214.00	1.84	0.41	-25.02
1218 Palike	33224.00	1.77	0.34	-20.63
1218 Palike	33230.00	1.86	0.42	-26.13
1218 Palike	33237.00	1.94	0.50	-30.99
1218 Palike	33243.00	1.83	0.39	-24.18
