/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas (2020): S11. Bulk stable carbon and oxygen isotope data of ODP Site 208-1263. PANGAEA, https://doi.org/10.1594/PANGAEA.917512, 
	In: Westerhold, T (2020): Cenozoic global reference benthic carbon and oxygen isotope dataset (CENOGRID). PANGAEA, https://doi.org/10.1594/PANGAEA.917503
Keyword(s):	Cenozoic Climate; Ocean Drilling
Related to:	Westerhold, Thomas; Marwan, Norbert; Drury, Anna Joy; Liebrand, Diederik; Agnini, Claudia; Anagnostou, Eleni; Barnet, James S K; Bohaty, Steven M; De Vleeschouwer, David; Florindo, Fabio; Frederichs, Thomas; Hodell, David A; Holbourn, Ann E; Kroon, Dick; Lauretano, Vittoria; Littler, Kate; Lourens, Lucas Joost; Lyle, Mitchell W; Pälike, Heiko; Röhl, Ursula; Tian, Jun; Wilkens, Roy H; Wilson, Paul A; Zachos, James C (2020): An astronomically dated record of Earth's climate and its predictability over the last 66 million years. Science, 369, 1383-1387, https://doi.org/10.1126/science.aba6853
Project(s):	Ocean Drilling Program (ODP) (URI: http://www-odp.tamu.edu/)
Coverage:	LATITUDE: -28.532950 * LONGITUDE: 2.779567
	DATE/TIME START: 2003-03-29T00:00:00 * DATE/TIME END: 2003-04-05T00:00:00
	MINIMUM DEPTH, sediment/rock: 70.740 m * MAXIMUM DEPTH, sediment/rock: 285.300 m
Event(s):	208-1263 * LATITUDE: -28.532950 * LONGITUDE: 2.779567 * DATE/TIME START: 2003-03-29T00:00:00 * DATE/TIME END: 2003-04-05T00:00:00 * ELEVATION: -2717.1 m * Penetration: 1261.5 m * Recovery: 709.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 93 cores; 777.9 m cored; 483.6 m drilled; 91.2 % recovery
Parameter(s):	Sample code/label (Sample label) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: mbsf
	Depth, composite revised [rmcd] (Depth comp r) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Tuned time [Ma] (Tuned time) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	δ13C [‰ PDB] (δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: VPDB
	δ18O [‰] (δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: VPDB
	Reference/source (Reference) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	23242 data points
*/
Sample label	Depth sed [m]	Depth comp r [rmcd]	Tuned time [Ma]	δ13C [‰ PDB]	δ18O [‰]	Reference
208-1263B-7H-4,30	107.800	128.120	39.005540	2.1800	0.9100	MARUM Bremen this study
208-1263B-7H-4,34	107.840	128.160	39.011150	2.1800	0.9100	MARUM Bremen this study
208-1263B-7H-4,38	107.880	128.200	39.016760	2.1800	0.8700	MARUM Bremen this study
208-1263B-7H-4,42	107.920	128.240	39.022380	2.2400	0.9400	MARUM Bremen this study
208-1263B-7H-4,46	107.960	128.280	39.027990	2.1500	0.9000	MARUM Bremen this study
208-1263B-7H-4,50	108.000	128.320	39.033600	2.1400	1.0400	MARUM Bremen this study
208-1263B-7H-4,54	108.040	128.360	39.038120	2.1100	1.0500	MARUM Bremen this study
208-1263B-7H-4,58	108.080	128.400	39.042280	2.0700	0.7000	MARUM Bremen this study
208-1263B-7H-4,62	108.120	128.440	39.046440	2.0500	0.7900	MARUM Bremen this study
208-1263B-7H-4,66	108.160	128.480	39.050600	2.1500	0.7300	MARUM Bremen this study
208-1263B-7H-4,70	108.200	128.520	39.054750	1.9800	0.6200	MARUM Bremen this study
208-1263B-7H-4,74	108.240	128.560	39.058910	2.0100	0.6900	MARUM Bremen this study
208-1263B-7H-4,78	108.280	128.600	39.063070	1.9900	0.7500	MARUM Bremen this study
208-1263B-7H-4,82	108.320	128.640	39.067230	2.1100	0.6900	MARUM Bremen this study
208-1263B-7H-4,86	108.360	128.680	39.071390	2.0500	0.8400	MARUM Bremen this study
208-1263B-7H-4,90	108.400	128.720	39.075550	2.1200	0.7300	MARUM Bremen this study
208-1263B-7H-4,94	108.440	128.760	39.079710	2.0600	1.1100	MARUM Bremen this study
208-1263B-7H-4,98	108.480	128.800	39.083870	2.0100	0.7000	MARUM Bremen this study
208-1263B-7H-4,102	108.520	128.840	39.088020	2.0600	1.0200	MARUM Bremen this study
208-1263B-7H-4,106	108.560	128.880	39.092180	2.0700	0.8500	MARUM Bremen this study
208-1263B-7H-4,110	108.600	128.920	39.096340	2.0500	0.6700	MARUM Bremen this study
208-1263B-7H-4,114	108.640	128.960	39.100500	2.1200	0.7700	MARUM Bremen this study
208-1263B-7H-4,118	108.680	129.000	39.104660	2.0600	0.7700	MARUM Bremen this study
208-1263B-7H-4,122	108.720	129.040	39.108820	2.0100	0.4900	MARUM Bremen this study
208-1263B-7H-4,126	108.760	129.080	39.112980	2.0700	0.6400	MARUM Bremen this study
208-1263B-7H-4,130	108.800	129.120	39.117140	2.0900	0.7100	MARUM Bremen this study
208-1263B-7H-4,134	108.840	129.160	39.121290	2.0400	0.8100	MARUM Bremen this study
208-1263B-7H-4,138	108.880	129.200	39.125450	2.0900	0.7500	MARUM Bremen this study
208-1263B-7H-4,142	108.920	129.240	39.129610	1.9800	0.7400	MARUM Bremen this study
208-1263B-7H-4,146	108.960	129.280	39.133770	2.0300	0.6400	MARUM Bremen this study
208-1263B-7H-4,149	108.990	129.310	39.136890	2.0800	0.6600	MARUM Bremen this study
208-1263B-7H-5,4	109.040	129.360	39.142090	2.0700	0.6600	MARUM Bremen this study
208-1263B-7H-5,8	109.080	129.400	39.146180	2.0400	0.5400	MARUM Bremen this study
208-1263B-7H-5,12	109.120	129.440	39.150130	2.0300	0.7400	MARUM Bremen this study
208-1263B-7H-5,16	109.160	129.480	39.154070	2.0000	0.8200	MARUM Bremen this study
208-1263B-7H-5,19	109.190	129.510	39.157020	1.9600	0.6500	MARUM Bremen this study
208-1263B-7H-5,24	109.240	129.560	39.161950	2.0200	0.6400	MARUM Bremen this study
208-1263B-7H-5,28	109.280	129.600	39.165900	2.0900	0.7700	MARUM Bremen this study
208-1263B-7H-5,32	109.320	129.640	39.169840	2.1200	0.7800	MARUM Bremen this study
208-1263B-7H-5,36	109.360	129.680	39.173780	2.1100	0.8900	MARUM Bremen this study
208-1263B-7H-5,40	109.400	129.720	39.177730	2.0900	0.7700	MARUM Bremen this study
208-1263B-7H-5,44	109.440	129.760	39.181670	2.0900	0.6800	MARUM Bremen this study
208-1263B-7H-5,48	109.480	129.800	39.185610	2.1700	0.7200	MARUM Bremen this study
208-1263B-7H-5,52	109.520	129.840	39.189550	2.1800	0.6100	MARUM Bremen this study
208-1263B-7H-5,56	109.560	129.880	39.193500	2.0800	0.6300	MARUM Bremen this study
208-1263B-7H-5,60	109.600	129.920	39.197440	1.9900	0.3400	MARUM Bremen this study
208-1263B-7H-5,64	109.640	129.960	39.201380	2.0700	0.6600	MARUM Bremen this study
208-1263B-7H-5,68	109.680	130.000	39.205330	2.0900	0.5300	MARUM Bremen this study
208-1263B-7H-5,72	109.720	130.040	39.209270	2.1500	0.6900	MARUM Bremen this study
208-1263B-7H-5,76	109.760	130.080	39.213210	2.1100	0.6500	MARUM Bremen this study
208-1263B-7H-5,80	109.800	130.120	39.217150	2.1200	0.6300	MARUM Bremen this study
208-1263B-7H-5,84	109.840	130.160	39.221100	2.0900	0.6800	MARUM Bremen this study
208-1263B-7H-5,88	109.880	130.200	39.225040	2.1500	0.8100	MARUM Bremen this study
208-1263B-7H-5,92	109.920	130.240	39.228980	2.1600	0.6600	MARUM Bremen this study
208-1263B-7H-5,96	109.960	130.280	39.232930	2.1800	0.6200	MARUM Bremen this study
208-1263B-7H-5,100	110.000	130.320	39.236870	2.1700	0.6600	MARUM Bremen this study
208-1263B-7H-5,104	110.040	130.360	39.240810	2.1000	0.6500	MARUM Bremen this study
208-1263B-7H-5,108	110.080	130.400	39.244750	2.1600	0.7000	MARUM Bremen this study
208-1263B-7H-5,112	110.120	130.440	39.248700	2.1300	0.6500	MARUM Bremen this study
208-1263B-7H-5,116	110.160	130.480	39.252640	2.1800	0.6500	MARUM Bremen this study
208-1263B-7H-5,120	110.200	130.520	39.256580	2.2100	0.6200	MARUM Bremen this study
208-1263B-7H-5,124	110.240	130.560	39.260530	2.1800	0.6400	MARUM Bremen this study
208-1263B-7H-5,128	110.280	130.600	39.264470	2.1600	0.4300	MARUM Bremen this study
208-1263B-7H-5,132	110.320	130.640	39.268410	2.1700	0.6200	MARUM Bremen this study
208-1263B-7H-5,136	110.360	130.680	39.272350	2.1500	0.5300	MARUM Bremen this study
208-1263B-7H-5,140	110.400	130.720	39.276300	2.0500	0.4300	MARUM Bremen this study
208-1263B-7H-5,144	110.440	130.760	39.280240	2.2000	0.7300	MARUM Bremen this study
208-1263B-7H-5,148	110.480	130.800	39.284180	2.1800	0.6500	MARUM Bremen this study
208-1263B-7H-6,2	110.520	130.840	39.288130	2.0800	0.4400	MARUM Bremen this study
208-1263B-7H-6,6	110.560	130.880	39.292070	2.1900	0.7400	MARUM Bremen this study
208-1263B-7H-6,10	110.600	130.920	39.296010	2.1000	0.5500	MARUM Bremen this study
208-1263B-7H-6,14	110.640	130.960	39.299960	2.0700	0.5600	MARUM Bremen this study
208-1263B-7H-6,18	110.680	131.000	39.303900	2.0900	0.6700	MARUM Bremen this study
208-1263B-7H-6,22	110.720	131.040	39.307840	2.1200	0.5400	MARUM Bremen this study
208-1263B-7H-6,26	110.760	131.080	39.311780	2.1600	0.5700	MARUM Bremen this study
208-1263B-7H-6,30	110.800	131.120	39.315730	2.0900	0.7400	MARUM Bremen this study
208-1263B-7H-6,34	110.840	131.160	39.319670	2.1000	0.7100	MARUM Bremen this study
208-1263B-7H-6,38	110.880	131.200	39.323610	2.0500	0.5100	MARUM Bremen this study
208-1263B-7H-6,42	110.920	131.240	39.327560	2.1100	0.5300	MARUM Bremen this study
208-1263B-7H-6,46	110.960	131.280	39.331500	2.1800	0.6800	MARUM Bremen this study
208-1263B-7H-6,50	111.000	131.320	39.335440	2.1500	0.6400	MARUM Bremen this study
208-1263B-7H-6,54	111.040	131.360	39.339380	2.1400	0.5100	MARUM Bremen this study
208-1263B-7H-6,58	111.080	131.400	39.343330	2.1500	0.5300	MARUM Bremen this study
208-1263B-7H-6,62	111.120	131.440	39.347270	2.1600	0.4800	MARUM Bremen this study
208-1263B-7H-6,66	111.160	131.480	39.351210	2.2200	0.4900	MARUM Bremen this study
208-1263B-7H-6,70	111.200	131.520	39.355160	2.2100	0.6200	MARUM Bremen this study
208-1263B-7H-6,74	111.240	131.560	39.359100	2.1800	0.5600	MARUM Bremen this study
208-1263B-7H-6,78	111.280	131.600	39.363040	2.1300	0.4600	MARUM Bremen this study
208-1263B-7H-6,82	111.320	131.640	39.366990	2.2000	0.6500	MARUM Bremen this study
208-1263B-7H-6,86	111.360	131.680	39.370930	2.1700	0.5000	MARUM Bremen this study
208-1263B-7H-6,90	111.400	131.720	39.374870	2.1900	0.5600	MARUM Bremen this study
208-1263B-7H-6,94	111.440	131.760	39.378810	2.2300	0.5400	MARUM Bremen this study
208-1263B-7H-6,98	111.480	131.800	39.382760	2.2100	0.5700	MARUM Bremen this study
208-1263B-7H-6,102	111.520	131.840	39.386700	2.2600	0.7800	MARUM Bremen this study
208-1263B-7H-6,106	111.560	131.880	39.390640	2.2300	0.7400	MARUM Bremen this study
208-1263B-7H-6,110	111.600	131.920	39.394590	2.2500	0.6800	MARUM Bremen this study
208-1263B-7H-6,114	111.640	131.960	39.398530	2.2900	0.6200	MARUM Bremen this study
208-1263B-7H-6,118	111.680	132.000	39.402470	2.3100	0.4700	MARUM Bremen this study
208-1263B-7H-6,122	111.720	132.040	39.406410	2.2800	0.3900	MARUM Bremen this study
208-1263B-7H-6,126	111.760	132.080	39.410360	2.3200	0.5200	MARUM Bremen this study
208-1263C-3H-2,10	110.600	132.080	39.410360	2.1400	0.5100	MARUM Bremen this study
208-1263C-3H-2,14	110.640	132.120	39.414300	2.2200	0.5600	MARUM Bremen this study
208-1263B-7H-6,130	111.800	132.121	39.414400	2.2200	0.5300	MARUM Bremen this study
208-1263C-3H-2,18	110.680	132.160	39.418240	2.2000	0.5600	MARUM Bremen this study
208-1263B-7H-6,134	111.840	132.161	39.418340	2.1700	0.5500	MARUM Bremen this study
208-1263C-3H-2,22	110.720	132.200	39.422190	2.1800	0.5200	MARUM Bremen this study
208-1263C-3H-2,26	110.760	132.240	39.426130	2.1300	0.5600	MARUM Bremen this study
208-1263C-3H-2,30	110.800	132.280	39.430070	2.1100	0.5800	MARUM Bremen this study
208-1263C-3H-2,34	110.840	132.320	39.434020	2.0300	0.5000	MARUM Bremen this study
208-1263C-3H-2,38	110.880	132.360	39.438950	2.0600	0.4400	MARUM Bremen this study
208-1263C-3H-2,42	110.920	132.400	39.444210	2.1200	0.4300	MARUM Bremen this study
208-1263C-3H-2,46	110.960	132.440	39.449470	2.1000	0.5000	MARUM Bremen this study
208-1263C-3H-2,50	111.000	132.480	39.454740	2.0900	0.6400	MARUM Bremen this study
208-1263C-3H-2,54	111.040	132.520	39.460000	2.1000	0.5800	MARUM Bremen this study
208-1263C-3H-2,58	111.080	132.560	39.465260	2.1700	0.6500	MARUM Bremen this study
208-1263C-3H-2,62	111.120	132.600	39.470530	2.2500	0.7300	MARUM Bremen this study
208-1263C-3H-2,66	111.160	132.640	39.475790	2.2200	0.9200	MARUM Bremen this study
208-1263C-3H-2,70	111.200	132.680	39.481050	2.1800	0.8600	MARUM Bremen this study
208-1263C-3H-2,74	111.240	132.720	39.486320	2.1900	0.8000	MARUM Bremen this study
208-1263C-3H-2,78	111.280	132.760	39.491580	2.1600	0.4400	MARUM Bremen this study
208-1263C-3H-2,82	111.320	132.800	39.496840	2.1700	0.5500	MARUM Bremen this study
208-1263C-3H-2,86	111.360	132.840	39.502110	2.1800	0.7200	MARUM Bremen this study
208-1263C-3H-2,90	111.400	132.880	39.507370	2.1800	0.9000	MARUM Bremen this study
208-1263C-3H-2,94	111.440	132.920	39.512630	2.2100	0.7600	MARUM Bremen this study
208-1263C-3H-2,98	111.480	132.960	39.517900	2.2400	0.7400	MARUM Bremen this study
208-1263C-3H-2,102	111.520	133.000	39.523160	2.1800	0.5100	MARUM Bremen this study
208-1263C-3H-2,106	111.560	133.040	39.528420	2.1500	0.9000	MARUM Bremen this study
208-1263C-3H-2,110	111.600	133.080	39.533680	2.1800	0.9000	MARUM Bremen this study
208-1263C-3H-2,114	111.640	133.120	39.538250	2.1000	0.6400	MARUM Bremen this study
208-1263C-3H-2,118	111.680	133.160	39.542570	2.1400	0.6300	MARUM Bremen this study
208-1263C-3H-2,122	111.720	133.200	39.546900	2.1500	0.5400	MARUM Bremen this study
208-1263C-3H-2,126	111.760	133.240	39.551230	2.1400	0.5900	MARUM Bremen this study
208-1263C-3H-2,130	111.800	133.280	39.555560	2.1700	0.5200	MARUM Bremen this study
208-1263C-3H-2,134	111.840	133.320	39.559890	2.2300	0.5700	MARUM Bremen this study
208-1263C-3H-2,138	111.880	133.360	39.564220	2.3100	0.7300	MARUM Bremen this study
208-1263C-3H-2,142	111.920	133.400	39.568540	2.2800	0.7200	MARUM Bremen this study
208-1263C-3H-2,146	111.960	133.440	39.572870	2.2700	0.7000	MARUM Bremen this study
208-1263C-3H-2,149	111.990	133.470	39.576120	2.2600	0.6600	MARUM Bremen this study
208-1263C-3H-3,4	112.040	133.520	39.581530	2.3000	0.7100	MARUM Bremen this study
208-1263C-3H-3,8	112.080	133.560	39.585860	2.3100	0.7500	MARUM Bremen this study
208-1263C-3H-3,12	112.120	133.600	39.590190	2.2800	0.6000	MARUM Bremen this study
208-1263C-3H-3,16	112.160	133.640	39.594510	2.3000	0.6800	MARUM Bremen this study
208-1263C-3H-3,20	112.200	133.680	39.598840	2.2900	0.5500	MARUM Bremen this study
208-1263C-3H-3,24	112.240	133.720	39.603170	2.2900	0.7500	MARUM Bremen this study
208-1263C-3H-3,28	112.280	133.760	39.607500	2.2800	0.6700	MARUM Bremen this study
208-1263C-3H-3,32	112.320	133.800	39.611830	2.3200	0.8900	MARUM Bremen this study
208-1263C-3H-3,36	112.360	133.840	39.616160	2.3300	0.8500	MARUM Bremen this study
208-1263C-3H-3,40	112.400	133.880	39.620490	2.2900	0.7700	MARUM Bremen this study
208-1263C-3H-3,44	112.440	133.920	39.624810	2.2900	0.9800	MARUM Bremen this study
208-1263C-3H-3,48	112.480	133.960	39.629140	2.3200	0.5400	MARUM Bremen this study
208-1263C-3H-3,52	112.520	134.000	39.633470	2.3200	0.6100	MARUM Bremen this study
208-1263C-3H-3,56	112.560	134.040	39.637800	2.2900	0.5300	MARUM Bremen this study
208-1263C-3H-3,60	112.600	134.080	39.642130	2.3200	0.6300	MARUM Bremen this study
208-1263B-8H-1,15	112.650	134.094	39.643641	2.3200	0.5800	Bohaty et al. 2009
208-1263C-3H-3,64	112.640	134.120	39.646455	2.3400	0.5500	MARUM Bremen this study
208-1263C-3H-3,68	112.680	134.160	39.650784	2.3700	0.4500	MARUM Bremen this study
208-1263C-3H-3,72	112.720	134.200	39.655112	2.3200	0.4600	MARUM Bremen this study
208-1263C-3H-3,76	112.760	134.240	39.659441	2.3300	0.4600	MARUM Bremen this study
208-1263B-8H-1,30	112.800	134.268	39.662471	2.3700	0.5500	Bohaty et al. 2009
208-1263C-3H-3,80	112.800	134.280	39.663769	2.3600	0.6700	MARUM Bremen this study
208-1263C-3H-3,84	112.840	134.320	39.668098	2.3100	0.5000	MARUM Bremen this study
208-1263C-3H-3,88	112.880	134.360	39.672425	2.3900	0.6100	MARUM Bremen this study
208-1263C-3H-3,92	112.920	134.400	39.676753	2.3900	0.8200	MARUM Bremen this study
208-1263B-8H-1,45	112.950	134.423	39.679243	2.4100	0.5500	Bohaty et al. 2009
208-1263C-3H-3,96	112.960	134.440	39.681082	2.4000	0.6900	MARUM Bremen this study
208-1263C-3H-3,100	113.000	134.480	39.685410	2.3700	0.5700	MARUM Bremen this study
208-1263C-3H-3,104	113.040	134.520	39.689739	2.3800	0.5400	MARUM Bremen this study
208-1263C-3H-3,108	113.080	134.560	39.694067	2.3900	0.5500	MARUM Bremen this study
208-1263B-8H-1,60	113.100	134.576	39.695799	2.4200	0.6000	Bohaty et al. 2009
208-1263C-3H-3,112	113.120	134.600	39.698397	2.3500	0.6000	MARUM Bremen this study
208-1263C-3H-3,116	113.160	134.640	39.702724	2.4000	0.5000	MARUM Bremen this study
208-1263C-3H-3,120	113.200	134.680	39.707051	2.2900	0.4200	MARUM Bremen this study
208-1263C-3H-3,124	113.240	134.720	39.711381	2.2900	0.3700	MARUM Bremen this study
208-1263B-8H-1,75	113.250	134.730	39.712463	2.3300	0.4200	Bohaty et al. 2009
208-1263B-8H-1,77	113.270	134.750	39.714627	2.3600	0.3400	Boscolo Galazzo et al. 2014
208-1263C-3H-3,128	113.280	134.760	39.715708	2.3900	0.4500	MARUM Bremen this study
208-1263C-3H-3,132	113.320	134.800	39.720037	2.4000	0.4300	MARUM Bremen this study
208-1263C-3H-3,136	113.360	134.840	39.724366	2.4600	0.5400	MARUM Bremen this study
208-1263C-3H-3,140	113.400	134.880	39.728694	2.4300	0.4500	MARUM Bremen this study
208-1263B-8H-1,90	113.400	134.910	39.731940	2.4400	0.5300	Bohaty et al. 2009
208-1263C-3H-3,144	113.440	134.920	39.733022	2.4100	0.4500	MARUM Bremen this study
208-1263C-3H-3,148	113.480	134.960	39.737352	2.4300	0.4400	MARUM Bremen this study
208-1263C-3H-4,2	113.520	135.000	39.741679	2.4600	0.6000	MARUM Bremen this study
208-1263C-3H-4,6	113.560	135.040	39.746006	2.4500	0.5700	MARUM Bremen this study
208-1263C-3H-4,10	113.600	135.080	39.750336	2.4800	0.5800	MARUM Bremen this study
208-1263B-8H-1,105	113.550	135.094	39.751850	2.5000	0.6200	Bohaty et al. 2009
208-1263C-3H-4,14	113.640	135.120	39.754664	2.5500	0.7600	MARUM Bremen this study
208-1263C-3H-4,18	113.680	135.160	39.758993	2.5000	0.6000	MARUM Bremen this study
208-1263C-3H-4,22	113.720	135.200	39.763321	2.5000	0.6900	MARUM Bremen this study
208-1263B-8H-1,117	113.670	135.232	39.766783	2.5100	0.5000	Boscolo Galazzo et al. 2014
208-1263C-3H-4,26	113.760	135.240	39.767650	2.4900	0.7400	MARUM Bremen this study
208-1263B-8H-1,120	113.700	135.263	39.770138	2.5300	0.6700	Bohaty et al. 2009
208-1263C-3H-4,30	113.800	135.280	39.771978	2.5100	0.8100	MARUM Bremen this study
208-1263C-3H-4,34	113.840	135.320	39.776307	2.4400	0.8400	MARUM Bremen this study
208-1263C-3H-4,38	113.880	135.360	39.780634	2.4700	0.9600	MARUM Bremen this study
208-1263C-3H-4,42	113.920	135.400	39.784962	2.4400	1.1900	MARUM Bremen this study
208-1263B-8H-1,135	113.850	135.418	39.786910	2.4900	0.9700	Bohaty et al. 2009
208-1263C-3H-4,46	113.960	135.440	39.789291	2.4300	0.8800	MARUM Bremen this study
208-1263B-8H-1,141	113.910	135.480	39.793619	2.4400	0.9600	MARUM Bremen this study
208-1263B-8H-1,145	113.950	135.520	39.797948	2.4500	1.0300	MARUM Bremen this study
208-1263B-8H-1,150	114.000	135.570	39.803359	2.4900	1.0100	Bohaty et al. 2009
208-1263B-8H-2,4	114.040	135.610	39.807687	2.3800	1.0400	MARUM Bremen this study
208-1263B-8H-2,8	114.080	135.650	39.812014	2.4400	1.0000	Boscolo Galazzo et al. 2014
208-1263B-8H-2,8	114.080	135.650	39.812014	2.4500	1.1300	MARUM Bremen this study
208-1263B-8H-2,12	114.120	135.690	39.816343	2.4300	0.9900	MARUM Bremen this study
208-1263B-8H-2,16	114.160	135.730	39.820672	2.4700	0.9100	MARUM Bremen this study
208-1263B-8H-2,20	114.200	135.770	39.825000	2.4000	1.1200	Bohaty et al. 2009
208-1263B-8H-2,24	114.240	135.810	39.828243	2.3700	0.9700	MARUM Bremen this study
208-1263B-8H-2,28	114.280	135.850	39.831487	2.3800	0.7900	MARUM Bremen this study
208-1263B-8H-2,32	114.320	135.890	39.834730	2.3800	0.8000	MARUM Bremen this study
208-1263B-8H-2,36	114.360	135.930	39.837972	2.4200	0.8200	MARUM Bremen this study
208-1263B-8H-2,40	114.400	135.970	39.841216	2.4200	0.6900	Bohaty et al. 2009
208-1263B-8H-2,44	114.440	136.010	39.844459	2.4400	0.7600	MARUM Bremen this study
208-1263B-8H-2,47	114.470	136.040	39.846891	2.4500	0.7800	Boscolo Galazzo et al. 2014
208-1263B-8H-2,48	114.480	136.050	39.847703	2.4800	0.8500	MARUM Bremen this study
208-1263B-8H-2,52	114.520	136.090	39.850946	2.4800	1.0400	MARUM Bremen this study
208-1263B-8H-2,56	114.560	136.130	39.854189	2.4400	0.8800	MARUM Bremen this study
208-1263B-8H-2,60	114.600	136.170	39.857432	2.5300	1.0700	Bohaty et al. 2009
208-1263B-8H-2,64	114.640	136.210	39.860676	2.5500	1.1000	MARUM Bremen this study
208-1263B-8H-2,68	114.680	136.250	39.863919	2.5700	1.2000	MARUM Bremen this study
208-1263B-8H-2,72	114.720	136.290	39.867161	2.5500	1.0200	MARUM Bremen this study
208-1263B-8H-2,76	114.760	136.330	39.870405	2.5400	1.0400	MARUM Bremen this study
208-1263B-8H-2,80	114.800	136.370	39.873649	2.5800	0.9900	Bohaty et al. 2009
208-1263B-8H-2,84	114.840	136.410	39.876892	2.5100	1.1300	MARUM Bremen this study
208-1263B-8H-2,88	114.880	136.450	39.880135	2.4400	0.8100	MARUM Bremen this study
208-1263B-8H-2,89	114.890	136.460	39.880947	2.5000	1.0600	Boscolo Galazzo et al. 2014
208-1263B-8H-2,92	114.920	136.490	39.883379	2.4600	0.8700	MARUM Bremen this study
208-1263B-8H-2,96	114.960	136.530	39.886622	2.4700	0.8900	MARUM Bremen this study
208-1263B-8H-2,100	115.000	136.570	39.889866	2.4900	0.7500	Bohaty et al. 2009
208-1263B-8H-2,104	115.040	136.610	39.893108	2.4800	0.7100	MARUM Bremen this study
208-1263B-8H-2,108	115.080	136.650	39.896351	2.4300	0.7700	MARUM Bremen this study
208-1263B-8H-2,112	115.120	136.690	39.899595	2.4200	0.8900	MARUM Bremen this study
208-1263B-8H-2,116	115.160	136.730	39.902838	2.4000	0.9800	MARUM Bremen this study
208-1263B-8H-2,120	115.200	136.770	39.906081	2.4100	0.9600	Bohaty et al. 2009
208-1263B-8H-2,124	115.240	136.810	39.909324	2.4400	0.8700	MARUM Bremen this study
208-1263B-8H-2,128	115.280	136.850	39.912568	2.4000	0.8800	Boscolo Galazzo et al. 2014
208-1263B-8H-2,128	115.280	136.850	39.912568	2.4400	1.0500	MARUM Bremen this study
208-1263B-8H-2,132	115.320	136.890	39.915811	2.3700	0.7900	MARUM Bremen this study
208-1263B-8H-2,136	115.360	136.930	39.919053	2.3900	1.0400	MARUM Bremen this study
208-1263B-8H-2,140	115.400	136.970	39.922297	2.3700	0.7300	Bohaty et al. 2009
208-1263B-8H-2,144	115.440	137.010	39.925540	2.3400	0.7300	MARUM Bremen this study
208-1263B-8H-2,148	115.480	137.050	39.928784	2.4100	0.9300	MARUM Bremen this study
208-1263B-8H-3,2	115.520	137.090	39.932026	2.3800	0.6800	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-3,6	115.560	137.130	39.935268	2.3800	0.6900	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-3,10	115.600	137.170	39.938510	2.4000	0.6200	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-3,14	115.640	137.210	39.941753	2.4300	0.5600	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-3,17	115.670	137.240	39.944184	2.3800	0.4900	Boscolo Galazzo et al. 2014
208-1263B-8H-3,18	115.680	137.250	39.944994	2.4000	0.6700	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-3,20	115.700	137.270	39.946615	2.3800	0.5400	Bohaty et al. 2009
208-1263B-8H-3,26	115.760	137.330	39.951478	2.4900	0.8600	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-3,30	115.800	137.370	39.954720	2.4900	0.9600	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-3,34	115.840	137.410	39.957962	2.5200	1.0800	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-3,38	115.880	137.450	39.961204	2.5200	1.0000	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-3,40	115.900	137.470	39.962825	2.6400	1.1900	Bohaty et al. 2009
208-1263B-8H-3,46	115.960	137.530	39.967688	2.6300	1.2000	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-3,50	116.000	137.570	39.970930	2.6000	1.0800	MARUM Rivero-Cuesta et al. 2019
